"Rec No","Sup:Suppno","Sup:Suppcode","Sup:Suppname","Sup:Cpname","Sup:Address1","Sup:Address2","Sup:Address3","Sup:City","Sup:Pincode","Sup:Phoneno","Sup:Mobileno","Sup:Faxno","Sup:Exciseno","Sup:Sertaxno","Sup:Vatno","Sup:Cstno","Sup:Otherno","Sup:Pan","Sup:Tan","Sup:Assetno"
       75177,"         1,215",822590,"Stay @ Home",,,,,"Pune",             0,,0,,,,,,,,,             0
       75178,"         1,216",822239,"Steelfab",,,,,"Pune",             0,,0,,,,,,,,,             0
       75179,"         1,217",832436,"Stellar Information Systems Ltd",,,,,"Pune",             0,,0,,,,,,,,,             0
       75180,"         1,218",822285,"Stephen Pradeep Kotian",,,,,"Pune",             0,,0,,,,,,,,,             0
       75181,"         1,219",819561,"STI INFOTECH PVT LTD",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75182,"         1,220",825030,"Strategic Clearing & Forwarding",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75183,"         1,221",871991,"Strategic Human Resource",,,,"Bandra Kurla Complex","Mumbai",             0,,0,,,,,,,,,             0
       75184,"         1,222",828640,"Subash Chand",,,,,"Pune",             0,,0,,,,,,,,,             0
       75185,"         1,223",821714,"Subhashree Das",,,,,"Pune",             0,,0,,,,,,,,,             0
       75186,"         1,224",820141,"SUBHRAJITA DASH",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       75187,"         1,225",831342,"Success Pest Management Services",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       75188,"         1,226",871693,"SUCHETA ASHOK SHINDE",,,,,"Pune",             0,,0,,,,,,,,,             0
       75189,"         1,227",822040,"Suchitra Arts",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75190,"         1,228",822618,"Sudarshan Traders",,,,,"Pune",             0,,0,,,,,,,,,             0
       75191,"         1,229",878070,"Sudipa Anand Kumar Bhattacharya",,,,,"Pune",             0,,0,,,,,,,,,             0
       75192,"         1,230",819885,"SUJATA DAS",,,,,"Pune",             0,,0,,,,,,,,,             0
       75193,"         1,231",819991,"SUJESH SINGH",,,,,"Pune",             0,,0,,,,,,,,,             0
       75194,"         1,232",819781,"SULEKHA SINGH",,,,,"Pune",             0,,0,,,,,,,,,             0
       75195,"         1,233",874708,"Suman Gayen",,,,,"Pune",             0,,0,,,,,,,,,             0
       75196,"         1,234",819673,"Sumit Sah",,,,,"Pune",             0,,0,,,,,,,,,             0
       75197,"         1,235",819706,"Sumithra Subramanian",,,,,"Pune",             0,,0,,,,,,,,,             0
       75198,"         1,236",819562,"SUMO TECHNOLOGIES PVT LTD",,,,"7h Block, Jayanagar,","Bangalore",             0,,0,,,,,,,,,             0
       75199,"         1,237",819700,"Sunayani Pandit",,,,,"Pune",             0,,0,,,,,,,,,             0
       75200,"         1,238",841450,"Sunil Babar",,,,,"Pune",             0,,0,,,,,,,,,             0
       75201,"         1,239",819628,"SUNIL KAUSHIK",,,,,"Pune",             0,,0,,,,,,,,,             0
       75202,"         1,240",825594,"Sunil Tanaji Ravan",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       75203,"         1,241",832184,"Sunita Ajit Dunung",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       75204,"         1,242",873191,"SUNNY PAREKH",,,,,"Pune",             0,,0,,,,,,,,,             0
       75205,"         1,243",837649,"Super Maintenance Services",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       75206,"         1,244",819563,"SUPERSOFT CONSULTANTS PVT. LTD.",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75207,"         1,245",820175,"SUPRAVAT MAJI",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75208,"         1,246",822614,"Suprito Das",,,,,"Pune",             0,,0,,,,,,,,,             0
       75209,"         1,247",819974,"SUPRIYA GAIKWAD",,,,,"Pune",             0,,0,,,,,,,,,             0
       75210,"         1,248",819564,"SURAJ M G",,,,,"Chickmagalur",             0,,0,,,,,,,,,             0
       75211,"         1,249",819761,"SURAJ NAIR",,,,,"Pune",             0,,0,,,,,,,,,             0
       75212,"         1,250",820185,"SURESH BABU PALLA",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       75213,"         1,251",820034,"SURESH KUMAR",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75214,"         1,252",835398,"Suri Infotech Pvt Ltd",,,,,"Gurgaon",             0,,0,,,,,,,,,             0
       75215,"         1,253",820168,"SURYA PRAKASH JENA",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75216,"         1,254",870900,"Suryoday Enterprises",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       75217,"         1,255",819680,"Sushil Borkar",,,,,"Pune",             0,,0,,,,,,,,,             0
       75218,"         1,256",819565,"SUSHILADEVI MAHANSARIA",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75219,"         1,257",820074,"SUSHMA MALLESH",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75220,"         1,258",820020,"Sushma Yadal",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75221,"         1,259",839318,"Suthraye Nageswara Rao",,,,"Kothapet, Saroor Nagar","Hyderabad",             0,,0,,,,,,,,,             0
       75222,"         1,260",829312,"Suvarna Maruti Karale",,,,,"Pune",             0,,0,,,,,,,,,             0
       75223,"         1,261",828637,"Suvarna Suresh Gaikwad",,,,,"Pune",             0,,0,,,,,,,,,             0
       75224,"         1,262",819641,"SUYOG GAWANDE",,,,,"Pune",             0,,0,,,,,,,,,             0
       75225,"         1,263",820051,"SWADHIN KUMAR GIRI",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75226,"         1,264",829783,"Swapna James Pulloor",,,,,"Pune",             0,,0,,,,,,,,,             0
       75227,"         1,265",819818,"SWAPNA NAIK",,,,,"Pune",             0,,0,,,,,,,,,             0
       75228,"         1,266",819979,"SWAPNIL BHATNAGAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       75229,"         1,267",830217,"Swapnil Burate",,,,,"Pune",             0,,0,,,,,,,,,             0
       75230,"         1,268",824647,"Swapnil Pasnur",,,,,"Pune",             0,,0,,,,,,,,,             0
       75231,"         1,269",829756,"Swapnil Yeolekar",,,,,"Pune",             0,,0,,,,,,,,,             0
       75232,"         1,270",874178,"Swarnali Ghosh",,,,,"Pune",             0,,0,,,,,,,,,             0
       75233,"         1,271",819703,"Swati Kadam",,,,,"Pune",             0,,0,,,,,,,,,             0
       75234,"         1,272",829307,"Swati Sahay",,,,,"Pune",             0,,0,,,,,,,,,             0
       75235,"         1,273",821525,"Swati Savera",,,,,"Pune",             0,,0,,,,,,,,,             0
       75236,"         1,274",829911,"Swati Suresh Khot",,,,,"Pune",             0,,0,,,,,,,,,             0
       75237,"         1,275",819566,"SWATI YOGESH MAHANSARIA",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75238,"         1,276",822199,"SWETA BARNWAL",,,,,"Pune",             0,,0,,,,,,,,,             0
       75239,"         1,277",833547,"Swetha Ramappa Kalloli",,,,,"Pune",             0,,0,,,,,,,,,             0
       75240,"         1,278",820126,"SYED ABDUL KARIM",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75241,"         1,279",820180,"SYED KADHAR",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       75242,"         1,280",819567,"SYMMETRIX COMPUTER SYSTEMS PVT LTD",,,,"Near Shivaji Statue, Kothrud","Pune",             0,,0,,,,,,,,,             0
       75243,"         1,281",841332,"Synergy Marketing",,,,"41 Kasba Peth","Pune",             0,,0,,,,,,,,,             0
       75244,"         1,282",877109,"Syscon Energy Conversation Solutions",,,,"Near MSEB Pune-Saswad RD, Phursungi","Pune",             0,,0,,,,,,,,,             0
       75245,"         1,283",840970,"Syscon Enterprises",,,,,"Pune",             0,,0,,,,,,,,,             0
       75246,"         1,284",876671,"Systematic Logistics Pvt Ltd",,,,"Mulund (West)","Mumbai",             0,,0,,,,,,,,,             0
       75247,"         1,285",841444,"Taha Burud",,,,,"Pune",             0,,0,,,,,,,,,             0
       75248,"         1,286",852666,"Taheri Enterprises",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75249,"         1,287",819568,"TAJ DECOR",,,,,"Pune",             0,,0,,,,,,,,,             0
       75250,"         1,288",838571,"Talks About People",,,,,"Pune",             0,,0,,,,,,,,,             0
       75251,"         1,289",819928,"TANMOY AICHROY",,,,,"Pune",             0,,0,,,,,,,,,             0
       75252,"         1,290",841445,"Tanvi Kulkarni",,,,,"Pune",             0,,0,,,,,,,,,             0
       75253,"         1,291",876193,"Tanvi Office Automation",,,,,"Pune",             0,,0,,,,,,,,,             0
       75254,"         1,292",844212,"Tarawade Clarks Inn",,,,,"Pune",             0,,0,,,,,,,,,             0
       75255,"         1,293",837567,"Tasktel Technologees Pvt Ltd",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75256,"         1,294",841429,"Tasnim Jhaveri",,,,,"Pune",             0,,0,,,,,,,,,             0
       75257,"         1,295",874324,"Tata Communications Ltd A/C ILL040885",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75258,"         1,296",850224,"Tata Communications Ltd A/c No.AWC000804",,,,"Vidyanagari PO","Mumbai",             0,,0,,,,,,,,,             0
       75259,"         1,297",841287,"Tausif Mulla",,,,,"Pune",             0,,0,,,,,,,,,             0
       75260,"         1,298",839323,"TE Connectivity India Pvt. Ltd.",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75261,"         1,299",836391,"Tech Engineering Services",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75262,"         1,301",819572,"TECHBRIDGE NETWORKS",,,,"Richmond Town","Bangalore",             0,,0,,,,,,,,,             0
       75263,"         1,302",819573,"TECHNO TRADE",,,,,"Pune",             0,,0,,,,,,,,,             0
       75264,"         1,303",819996,"TEENU SHARMA",,,,,"Pune",             0,,0,,,,,,,,,             0
       75265,"         1,304",819923,"TEHZEEB MERCHANT",,,,,"Pune",             0,,0,,,,,,,,,             0
       75266,"         1,305",828322,"Tejashree Solanki",,,,,"Pune",             0,,0,,,,,,,,,             0
       75267,"         1,306",829766,"Tejasvinee Dakare",,,,,"Pune",             0,,0,,,,,,,,,             0
       75268,"         1,307",824360,"Telemagic Marketing Services",,,,,"Pune",             0,,0,,,,,,,,,             0
       75269,"         1,308",829749,"Teresalynn Massey",,,,,"Pune",             0,,0,,,,,,,,,             0
       75270,"         1,309",821479,"Thanigaivelan Balasubramanian",,,,"Malleshwaram West","Bangalore",             0,,0,,,,,,,,,             0
       75271,"         1,310",820066,"THANU GANGADHAR",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75272,"         1,311",825468,"The Bike & Car Salon",,,,,"Pune",             0,,0,,,,,,,,,             0
       75273,"         1,312",839228,"The Goody Bag",,,,"Mangalwar Peth","Pune",             0,,0,,,,,,,,,             0
       75274,"         1,313",819574,"THE GREEN HOUSE / PREM ZACHARIAH",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       75275,"         1,314",869236,"The New India Assurance Co.Ltd",,,,,"Pune",             0,,0,,,,,,,,,             0
       75276,"         1,315",835861,"The Poona Club Limited",,,,,"Pune",             0,,0,,,,,,,,,             0
       75277,"         1,316",838779,"Thomas Assessment Pvt Ltd",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75278,"         1,317",853979,"Thomas Cook India Ltd",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75279,"         1,318",819817,"TINA THOMAS",,,,,"Pune",             0,,0,,,,,,,,,             0
       75280,"         1,319",829308,"Tina Yadav",,,,,"Pune",             0,,0,,,,,,,,,             0
       75281,"         1,320",821398,"Tip Top Enterprises",,,,"Lane no. 1","Kolhapur",             0,,0,,,,,,,,,             0
       75282,"         1,321",869202,"Tirumala Enterprises",,,,,"Pune",             0,,0,,,,,,,,,             0
       75283,"         1,322",820039,"TIRUPATIRAO YADLAPALLI",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75284,"         1,323",819575,"Touchstone Estate India Pvt Ltd",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       75285,"         1,324",819576,"TRADEWINGS HOTEL LIMITED",,,,,"Pune",             0,,0,,,,,,,,,             0
       75286,"         1,325",819577,"TRAVEX TRAVEL SERVICES",,,,,"MUMBAI",             0,,0,,,,,,,,,             0
       75287,"         1,326",842247,"Trident Services Private Limited",,,,,"Pune",             0,,0,,,,,,,,,             0
       75288,"         1,327",870770,"Trustee Gallagher Oper Sspl Egglas",,,,,"Pune",             0,,0,,,,,,,,,             0
       75289,"         1,328",819569,"TTML A/C No. 602826330",,,,,"Pune",             0,,0,,,,,,,,,             0
       75290,"         1,329",822041,"TTML A/C No. 603148291",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75291,"         1,330",821432,"TTML A/C No. 982571420",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75292,"         1,331",823850,"TTML A/C No. 983790848",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75293,"         1,332",834720,"TTML A/C No. 988008343",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75294,"         1,333",833691,"TTML A/C No. 988278574",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75295,"         1,334",842481,"TTML A/C No. 989754010",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75296,"         1,335",822151,"TTML A/C No.605872798",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75297,"         1,336",819578,"TTML ACCOUNT NO 978778471",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75298,"         1,337",819571,"TTSL  A/C NO. 909880143",,,,,"Pune",             0,,0,,,,,,,,,             0
       75299,"         1,338",819570,"TTSL A/C No. 905495911",,,,,"Pune",             0,,0,,,,,,,,,             0
       75300,"         1,339",821451,"TTSL A/C No. 912461363",,,,,"New Delhi",             0,,0,,,,,,,,,             0
       75301,"         1,340",819659,"TUSHAR GHORPADE",,,,,"Pune",             0,,0,,,,,,,,,             0
       75302,"         1,341",819579,"TYCO ELECTRONICS CORP IND PVT LTD",,,,"Industrial Area","Bangalore",             0,,0,,,,,,,,,             0
       75303,"         1,342",873683,"Udyogita Mahila Swayamrojgar",,,,"Shukrawar Peth","Pune",             0,,0,,,,,,,,,             0
       75304,"         1,343",831604,"Ujwal Enterprises",,,,,"Pune",             0,,0,,,,,,,,,             0
       75305,"         1,344",819735,"UMAKANTH GADHAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       75306,"         1,345",820026,"UMASHANKER BANDARI",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75307,"         1,346",874258,"Umesh Kulkarni",,,,,"Pune",             0,,0,,,,,,,,,             0
       75308,"         1,347",819580,"Uniciti Solutions Pvt Ltd",,,,,"PUNE",             0,,0,,,,,,,,,             0
       75309,"         1,348",844140,"United Enterprises",,,,,"Pune",             0,,0,,,,,,,,,             0
       75310,"         1,349",819581,"UNITED INDIA INSURANCE COMPANY LIMITED",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       75311,"         1,350",819582,"United Infraservices",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75312,"         1,351",836034,"United Sales Corporation",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       75313,"         1,352",819583,"UNIVERSAL BEVERAGES",,,,,"PUNE",             0,,0,,,,,,,,,             0
       75314,"         1,353",819584,"UNIVERSAL GIFTS AND PROMOTIONS",,,,"MANGALWAR PETH","PUNE",             0,,0,,,,,,,,,             0
       75315,"         1,354",821440,"URAK ENGINEERS PVT LTD",,,,,"Pune",             0,,0,,,,,,,,,             0
       75316,"         1,355",821902,"US EMBASSY VISA FEES",,,,,"Pune",             0,,0,,,,,,,,,             0
       75317,"         1,356",830001,"Utkarsh Mohan Motwani",,,,,"Pune",             0,,0,,,,,,,,,             0
       75318,"         1,357",819851,"UTSHA MAZUMDER",,,,,"Pune",             0,,0,,,,,,,,,             0
       75319,"         1,358",819585,"V THREE SOLUTIONS",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75320,"         1,359",828432,"V. Sudha",,,,,"Pune",             0,,0,,,,,,,,,             0
       75321,"         1,360",836335,"V3 Engineers Pvt Ltd",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75322,"         1,361",829772,"Vaibhavi Vinod Dhodapkar",,,,,"Pune",             0,,0,,,,,,,,,             0
       75323,"         1,362",820069,"VAISHALI PUJARI",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75324,"         1,363",872592,"VAISHNAVI KISHOR INGLE",,,,,"Pune",             0,,0,,,,,,,,,             0
       75325,"         1,364",820033,"VAMSHA SHETTY",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75326,"         1,365",820095,"VAMSI KRISHNA . V.V",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75327,"         1,366",820012,"VANDANA SINGH",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75328,"         1,367",829685,"Vandana Sridhar",,,,,"Pune",             0,,0,,,,,,,,,             0
       75329,"         1,368",873251,"Vanita Malhotra",,,,,"Pune",             0,,0,,,,,,,,,             0
       75330,"         1,369",820060,"VANITHA B V",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75331,"         1,370",822145,"Varnaaz Technologies",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75332,"         1,371",819898,"VARSHA DESHMANE",,,,,"Pune",             0,,0,,,,,,,,,             0
       75333,"         1,372",837342,"Varsha Dugge",,,,,"Pune",             0,,0,,,,,,,,,             0
       75334,"         1,373",829684,"Varsharani Jadhav",,,,,"Pune",             0,,0,,,,,,,,,             0
       75335,"         1,374",841440,"Vartica Lal",,,,,"Pune",             0,,0,,,,,,,,,             0
       75336,"         1,375",832024,"Vartika Arya Yagati",,,,,"Pune",             0,,0,,,,,,,,,             0
       75337,"         1,376",835892,"Varun Bhasin",,,,,"Pune",             0,,0,,,,,,,,,             0
       75338,"         1,377",820068,"VARUN SUNANDAN",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75339,"         1,378",826058,"Varunraj Housekeeping Material Supplier",,,,,"Pune",             0,,0,,,,,,,,,             0
       75340,"         1,379",819720,"VASA PRASHANT PAUL",,,,,"Pune",             0,,0,,,,,,,,,             0
       75341,"         1,380",871537,"Vave Solutions",,,,,"Pune",             0,,0,,,,,,,,,             0
       75342,"         1,381",834187,"VDA Infosolutions Pvt Ltd",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       75343,"         1,382",819618,"VEDRAJ KSHIRSAGAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       75344,"         1,383",821261,"VEENA SHARAL DSOUZA",,,,,"Pune",             0,,0,,,,,,,,,             0
       75345,"         1,384",820053,"VENKATA KRISHNAN",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75346,"         1,385",819586,"Venkateshwara Florist / CHAITRA",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75347,"         1,386",819819,"VIDHI SHAH",,,,,"Pune",             0,,0,,,,,,,,,             0
       75348,"         1,387",830219,"Vidhyadhar Pendhari",,,,,"Pune",             0,,0,,,,,,,,,             0
       75349,"         1,388",840668,"Vidya Rao",,,,,"Pune",             0,,0,,,,,,,,,             0
       75350,"         1,389",819855,"VIDYA SAWANT",,,,,"Pune",             0,,0,,,,,,,,,             0
       75351,"         1,390",819949,"VIDYA VEERMALA",,,,,"Pune",             0,,0,,,,,,,,,             0
       75352,"         1,391",830000,"Vidya Vijayan",,,,,"Pune",             0,,0,,,,,,,,,             0
       75353,"         1,392",821454,"Vijay Arts",,,,,"Pune",             0,,0,,,,,,,,,             0
       75354,"         1,393",826755,"Vijay Electricals",,,,"Solapur Road","Pune",             0,,0,,,,,,,,,             0
       75355,"         1,394",819736,"VIJAY GONSALVES",,,,,"Pune",             0,,0,,,,,,,,,             0
       75356,"         1,395",825567,"Vijay Krishna",,,,"2ND STAGE, YESHWANTHPUR","BANGALORE",             0,,0,,,,,,,,,             0
       75357,"         1,396",819587,"VIJAY MAYUR AND  ASSOCIATES",,,,,"PUNE",             0,,0,,,,,,,,,             0
       75358,"         1,397",844342,"Vijay Mudugade",,,,,"Pune",             0,,0,,,,,,,,,             0
       75359,"         1,398",822615,"Vijay Sales",,,,"Nagar Road. Kharadi","Pune",             0,,0,,,,,,,,,             0
       75360,"         1,400",829753,"Vijayendra Suresh Kalbhut",,,,,"Pune",             0,,0,,,,,,,,,             0
       75361,"         1,401",819691,"Vijaykumar Ganesan",,,,,"Pune",             0,,0,,,,,,,,,             0
       75362,"         1,402",828605,"Vikas Hirekumbi",,,,,"Pune",             0,,0,,,,,,,,,             0
       75363,"         1,403",837266,"Vikram Deepak Bang",,,,,"Pune",             0,,0,,,,,,,,,             0
       75364,"         1,404",825838,"Vikram KP",,,,"2ND STAGE, YESHWANTHPUR","BANGALORE",             0,,0,,,,,,,,,             0
       75365,"         1,405",824395,"VIKRAM MOHITHE",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       75366,"         1,406",838066,"VIKRAM PATIL",,,,,"Pune",             0,,0,,,,,,,,,             0
       75367,"         1,407",819729,"VIKRAM SINGH",,,,,"Pune",             0,,0,,,,,,,,,             0
       75368,"         1,408",840906,"Vimal A Gusani",,,,,"Pune",             0,,0,,,,,,,,,             0
       75369,"         1,409",820194,"VIMALKUMAR SRINIVASAN",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       75370,"         1,410",853537,"Vinay Suvarna",,,,"Thane(west)","Mumbai",             0,,0,,,,,,,,,             0
       75371,"         1,411",852889,"Vinay Take",,,,,"Pune",             0,,0,,,,,,,,,             0
       75372,"         1,412",820105,"VINOD KUMAR CHV",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75373,"         1,413",819712,"VINOD WANDRE",,,,,"Pune",             0,,0,,,,,,,,,             0
       75374,"         1,414",829999,"Vinu Anosh Soman",,,,,"Pune",             0,,0,,,,,,,,,             0
       75375,"         1,415",820001,"Vinu George",,,,,"Pune",             0,,0,,,,,,,,,             0
       75376,"         1,416",819822,"VIPIN PANDEY",,,,,"Pune",             0,,0,,,,,,,,,             0
       75377,"         1,417",822761,"Vipula Ghayal",,,,,"Pune",             0,,0,,,,,,,,,             0
       75378,"         1,418",853835,"Vishal Bobhate",,,,,"pune",             0,,0,,,,,,,,,             0
       75379,"         1,419",841428,"Vishal Budhwani",,,,,"Pune",             0,,0,,,,,,,,,             0
       75380,"         1,420",819835,"VISHAL GAJERLEWAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       75381,"         1,421",819663,"Vishal Mahabdi",,,,,"Pune",             0,,0,,,,,,,,,             0
       75382,"         1,422",824113,"Vishal Malik",,,,"Aundh","Pune",             0,,0,,,,,,,,,             0
       75383,"         1,423",819746,"VISHAL NADGAUDA",,,,,"Pune",             0,,0,,,,,,,,,             0
       75384,"         1,424",829994,"Vishal Omprakash Banberu",,,,,"Pune",             0,,0,,,,,,,,,             0
       75385,"         1,425",837754,"Vishal Pandey",,,,,"Pune",             0,,0,,,,,,,,,             0
       75386,"         1,426",877871,"Vishal Parcha",,,,,"Pune",             0,,0,,,,,,,,,             0
       75387,"         1,427",819686,"Vishnuvardhan K S",,,,,"Pune",             0,,0,,,,,,,,,             0
       75388,"         1,428",820090,"VISHWAJIT SHAH",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75389,"         1,429",823226,"VISHWAKARMA ENTERPRISES",,,,"Dhankwadi","Pune",             0,,0,,,,,,,,,             0
       75390,"         1,430",820082,"Vishwanath M H",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75391,"         1,431",819588,"VISION DE SYSTEMS",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       75392,"         1,432",820014,"VISWANATH ANAMALA",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75393,"         1,433",820111,"VIVEK KASIPERUMAL",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75394,"         1,434",819847,"VIVEK PARMAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       75395,"         1,435",819785,"VIVEKANAND PALANKAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       75396,"         1,436",825591,"Vodafone Cellular ltd.",,,,,"Pune",             0,,0,,,,,,,,,             0
       75397,"         1,437",876947,"Vritika Law",,,,,"Pune",             0,,0,,,,,,,,,             0
       75398,"         1,438",871436,"VSOFT SOLUTIONS & CONSULTANCY PVT LTD",,,,,"Pune",             0,,0,,,,,,,,,             0
       75399,"         1,439",829311,"Vyankappa Vadiyar",,,,,"Pune",             0,,0,,,,,,,,,             0
       75400,"         1,440",842275,"Walchand PeopleFirst Ltd",,,,"Walchand Hirachand Marg, Ballard Estate","Mumbai",             0,,0,,,,,,,,,             0
       75401,"         1,441",871888,"WASIM SALIM KAMBOO",,,,,"Pune",             0,,0,,,,,,,,,             0
       75402,"         1,442",821224,"Wel Win Pest Control Pvt Ltd.",,,,,"Pune",             0,,0,,,,,,,,,             0
       75403,"         1,443",819589,"Westcon ( Singapore) Pte Ltd",,,,,"SINGAPORE",             0,,0,,,,,,,,,             0
       75404,"         1,445",831952,"Wipro Limited",,,,,"Pondicherry",             0,,0,,,,,,,,,             0
       75405,"         1,446",819590,"WTC TRADES AND PROJECTS (P) LTD",,,,"MALLESHWARAM WEST","BANGALORE",             0,,0,,,,,,,,,             0
       75406,"         1,447",819591,"XEROX INDIA LIMITED",,,,"Koregaon Park","Pune",             0,,0,,,,,,,,,             0
       75407,"         1,448",820041,"Y. RAJESH KUMAR",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75408,"         1,449",869912,"Yamini Pawar",,,,,"Pune",             0,,0,,,,,,,,,             0
       75409,"         1,450",873431,"Yashaswinee Naidu",,,,,"Pune",             0,,0,,,,,,,,,             0
       75410,"         1,451",828320,"Yashpal Purohit",,,,,"Pune",             0,,0,,,,,,,,,             0
       75411,"         1,452",819814,"YASMEEN KHAN",,,,,"Pune",             0,,0,,,,,,,,,             0
       75412,"         1,453",872886,"Yayati Consulting LLP",,,,"Dooraninagar","Bangalore",             0,,0,,,,,,,,,             0
       75413,"         1,454",819797,"YESHWANT GHATGE",,,,,"Pune",             0,,0,,,,,,,,,             0
       75414,"         1,455",828553,"Yogesh Kulkarni",,,,,"Pune",             0,,0,,,,,,,,,             0
       75415,"         1,456",820028,"ZABIULLA",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       75416,"         1,457",819687,"Zaheer Sayed",,,,,"Pune",             0,,0,,,,,,,,,             0
       75417,"         1,458",819852,"ZEESHAN AHMED",,,,,"Pune",             0,,0,,,,,,,,,             0
       75418,"         1,459",819994,"ZIA SHAIKH",,,,,"Pune",             0,,0,,,,,,,,,             0
       75419,"         1,460",847423,"Zubair Ibrahim Shaikh",,,,"Rasta Peth","Pune",             0,,0,,,,,,,,,             0
       75420,"         1,461","SUP001","Alliance Prosys India Ltd",,,,,,             0,,0,,,,,,,,,             0
       75421,"         1,462","SUP002","Arch Media Distributors",,,,,,             0,,0,,,,,,,,,             0
       75422,"         1,463","SUP003","Archdeep",,,,,,             0,,0,,,,,,,,,             0
       75423,"         1,464","SUP004","Binary Systems Pvt Ltd",,,,,,             0,,0,,,,,,,,,             0
       75424,"         1,465","SUP005","Blue Dart",,,,,,             0,,0,,,,,,,,,             0
